concept,instance_id,sense,sentence
radio.NOUN,radio.NOUN.000386,radio%1:10:00::,"The department returned to Chanute, however, when Scott became a radio school in 1940."
radio.NOUN,radio.NOUN.000387,radio%1:10:00::,Ground to air radio communications were provided in two ways.
radio.NOUN,radio.NOUN.000388,radio%1:10:00::,"A private residence occupies the site of the original GAG Radio facility, later gap-filler annex (M-125D), on the east end of the site."
radio.NOUN,radio.NOUN.000389,radio%1:10:00::,"The 213th Engineering Squadron moved to the station in 1959, with a mission install and maintain Radio, Central Office, and Wire communications Facilities under the Air Force Communication Service."
radio.NOUN,radio.NOUN.000390,radio%1:10:00::,Water mains occasionally froze and ruptured. Communications were initially provided by a high frequency radio system which proved unreliable because of atmospheric disturbances.
radio.NOUN,radio.NOUN.000391,radio%1:10:00::,A special unit established in 1943 trained radio operators and mechanics on B-29 Superfortress communications equipment.
radio.NOUN,radio.NOUN.000392,radio%1:10:00::,"Inspired by activities at the New York City police department, Frank M. Corlett, a local district manager for the American Radio Relay League, approached the Dallas police about setting up something similar."
radio.NOUN,radio.NOUN.000393,radio%1:10:00::,KXYL (1240 AM) is a radio station broadcasting a News-Talk format.
radio.NOUN,radio.NOUN.000394,radio%1:10:00::,"in the early 1970s, deceased,) John Moncrief (newscaster for TSN; now deceased,) Clem Candelaria (management at KTVT-TV,) Mike Marshall (Houston radio) and Sanda McQuerry (co-host of KTVT 's ""Reveille."")"
radio.NOUN,radio.NOUN.000395,radio%1:10:00::,A separate building was constructed adjacent to the main house as a combined radio laboratory and broadcasting station studio.
radio.NOUN,radio.NOUN.000396,radio%1:10:00::,"The station is owned by Townsquare Media and features programing from ABC News Radio and Premiere Networks, including Premiere 's talk network and Fox Sports Radio. When it originally went on the air in 1947, WBEC was owned by The Berkshire Eagle Company, which is reflected in the station ’ s call letters."
radio.NOUN,radio.NOUN.000397,radio%1:10:00::,"Licensed to Broken Bow, Nebraska, United States, the station is currently owned by Custer County Broadcasting Co. and features programming from Westwood One and NBC Radio."
radio.NOUN,radio.NOUN.000398,radio%1:10:00::,The station is currently owned by the Hope Radio Of Pueblo Corporation.
radio.NOUN,radio.NOUN.000399,radio%1:10:00::,"KUAU (1570 AM) is a radio station licensed to serve Haiku, Hawaii."
radio.NOUN,radio.NOUN.000400,radio%1:10:00::,"WWBA (820 AM, ""News Talk 820 WWBA"") is a radio station broadcasting a talk radio format."
radio.NOUN,radio.NOUN.000401,radio%1:10:00::,Downes wanted a community outreach radio station primarily to serve the residents of Rainbow Lakes Estate near Dunnellon in West Marion County.
radio.NOUN,radio.NOUN.000402,radio%1:10:00::,WKDP-FM (99.5 FM) is a radio station broadcasting a country music format.
radio.NOUN,radio.NOUN.000403,radio%1:10:00::,"Programming Before falling silent, WSTN broadcast a Gospel music format to Fayette County and Memphis, Tennessee, as an affiliate of Jimmy Swaggart 's SonLife Radio Network."
radio.NOUN,radio.NOUN.000404,radio%1:10:00::,WPEH-FM (92.1 FM) is a radio station broadcasting an Oldies format.
radio.NOUN,radio.NOUN.000405,radio%1:10:00::,The station hired news guy Tony Gill who had worked in the Boston market at radio stations WBZ and WRKO.
radio.NOUN,radio.NOUN.000406,radio%1:10:00::,"KVCI (89.7 FM) is a radio station licensed to Montezuma, Iowa, USA."
radio.NOUN,radio.NOUN.000407,radio%1:10:00::,"Sports on WDBQ includes the Chicago Cubs, Chicago Bulls, and Chicago Bears as well as Loras College football and basketball, high school sports, The Indy Racing League and ESPN Radio."
radio.NOUN,radio.NOUN.000408,radio%1:10:00::,and distributed by Pacifica Radio) DJ MuhsinDJ PropsDr.
radio.NOUN,radio.NOUN.000409,radio%1:10:00::,"The station is currently owned by DFWU, Inc. and features programming from Fox News Radio."
radio.NOUN,radio.NOUN.000410,radio%1:10:00::,"Several area college radio stations played alternative music, but WYLT was a commercial station and had a stronger signal. WYLT started 1994 by stunting as ""W-Garth"", playing only Garth Brooks."
radio.NOUN,radio.NOUN.000411,radio%1:10:00::,"Senior reporter Joe Dashiell has been at WDBJ since the 1970s, and was the longtime correspondent for the station 's Richmond newsroom. In 2006, WDBJ entered into a news content partnership with its former radio sister, WFIR."
radio.NOUN,radio.NOUN.000412,radio%1:10:00::,"WROV-HD2 is an Alternative Rock formatted broadcast radio station licensed to Martinsville, Virginia, serving New River Valley and Southside Virginia."
radio.NOUN,radio.NOUN.000413,radio%1:10:00::,"Barnstable later sold its Tidewater market stations to locally based Max Media. On October 5, 2009, WXEZ swapped formats with WGH (1310 AM) and became a sports radio station, and at that time changed their call letters to WVSP-FM."
radio.NOUN,radio.NOUN.000414,radio%1:10:00::,"Radio The region is the controlling centre for local radio stations BBC Radio Oxford, BBC Radio Berkshire and BBC Radio Solent. Radio Solent, BBC Radio Oxford and Radio Berkshire broadcast between 5 am and 1 am with local programming broadcast between 5 am and 7 pm on weekdays."
radio.NOUN,radio.NOUN.000415,radio%1:10:00::,"Claremorris Community Radio is a locally-run community radio station in Claremorris, County Mayo, Republic of Ireland."
radio.NOUN,radio.NOUN.000416,radio%1:10:00::,Radio call signs Transport Command ' O ' series Transport Command RAF applied the following three letter call-signs to its aircraft from 1944.
radio.NOUN,radio.NOUN.000417,radio%1:10:00::,The country 's first prime minister Jawaharlal Nehru founded The National Herald in the city prior to World War II with Manikonda Chalapathi Rau as its editor. One of the earliest All India Radio stations has been operational in Lucknow since 1938.
radio.NOUN,radio.NOUN.000418,radio%1:06:00::,The ship also received a HF radio direction finder mounted on a pole mainmast.
radio.NOUN,radio.NOUN.000419,radio%1:10:00::,"Continuing research throughout, the teams had become interested in the causes of ""static"" radio signals, and found that much could be explained by distant signals located over the horizon being reflected off the upper atmosphere."
radio.NOUN,radio.NOUN.000420,radio%1:10:00::,"He developed a magnetic wire recorder called the telegraphone in 1899 and the first continuous wave radio transmitter, the Poulsen arc transmitter, in 1903, which was used in some of the first broadcasting stations until the early 1920s."
radio.NOUN,radio.NOUN.000421,radio%1:10:00::,The Valdemar Poulsen Gold Medal was awarded each year for outstanding research in the field of radio techniques and related fields by the Danish Academy of Technical Sciences.
radio.NOUN,radio.NOUN.000422,radio%1:10:00::,"Aircraft detection and location On 12 February 1935, Watson-Watt sent the secret memo of the proposed system to the Air Ministry, Detection and location of aircraft by radio methods."
radio.NOUN,radio.NOUN.000423,radio%1:10:00::,"Fessenden had been working on the problem of transmitting sound by radio waves, and had concluded that a new type of radio transmitter was needed, a continuous wave transmitter."
radio.NOUN,radio.NOUN.000424,radio%1:10:00::,Watt 's new system was being used in 1926 and was the topic of an extensive paper by Watt and Herd. The Met and NPL radio teams were amalgamated in 1927 to form the Radio Research Station with Watt as director.
radio.NOUN,radio.NOUN.000425,radio%1:10:00::,"Watt and his assistant Arnold Frederic Wilkins quickly determined it was not possible, but Wilkins suggested using radio signals to locate aircraft at long distances."
radio.NOUN,radio.NOUN.000426,radio%1:10:00::,"He invented the Alexanderson alternator, an early radio transmitter used between 1906 and the 1930s for longwave long distance radio transmission."
radio.NOUN,radio.NOUN.000427,radio%1:10:00::,Huff-duff allowed operators to determine the location of an enemy radio in seconds and it became a major part of the network of systems that helped defeat the U-boat threat.
radio.NOUN,radio.NOUN.000428,radio%1:10:00::,This is considered the first AM radio entertainment broadcast.
radio.NOUN,radio.NOUN.000429,radio%1:10:00::,"Lightning gives off a radio signal as it ionizes the air, and his goal was to detect this signal to warn pilots of approaching thunderstorms."
radio.NOUN,radio.NOUN.000430,radio%1:10:00::,"He had been employed at General Electric for only a short time when GE received an order from Canadian-born professor and researcher Reginald Fessenden, then working for the US Weather Bureau, for a specialized alternator with much higher frequency than others in existence at that time, for use as a radio transmitter."
radio.NOUN,radio.NOUN.000431,radio%1:10:00::,He continued television research as a consultant for the Radio Corporation of America filing his 321st patent application in 1955.
radio.NOUN,radio.NOUN.000432,radio%1:10:00::,"Although not as exciting as a death-ray, the concept clearly had potential but the Air Ministry, before giving funding, asked for a demonstration proving that radio waves could be reflected by an aircraft."
radio.NOUN,radio.NOUN.000433,radio%1:10:00::,"Career Friis ' first important publications were his 1923 Institute of Radio Engineers (IRE) paper on radio transmission measurements, 1925 IRE paper on directional antennas, and 1928 IRE paper on oscillographic observations of propagation phenomena."
radio.NOUN,radio.NOUN.000434,radio%1:10:00::,"After a stint at the Royal Gun Factory, in 1919 he received a Columbia University fellowship to study radio engineering under John H. Morecroft."
radio.NOUN,radio.NOUN.000435,radio%1:10:00::,"Ernst Frederick Werner Alexanderson (January 25, 1878 -- May 14, 1975) was a Swedish-American electrical engineer, who was a pioneer in radio and television development."
radio.NOUN,radio.NOUN.000436,radio%1:10:00::,It is a prime example of pre-electronic radio technology and was added to UNESCO 's World heritage list in 2004.
radio.NOUN,radio.NOUN.000437,radio%1:10:00::,Designing a machine that would rotate fast enough to produce radio waves proved a formidable challenge.
radio.NOUN,radio.NOUN.000438,radio%1:10:00::,In 1935 Watt was asked to comment on reports of a German death ray based on radio.
radio.NOUN,radio.NOUN.000439,radio%1:10:00::,He emigrated to the United States in 1902 and spent much of his life working for the General Electric and Radio Corporation of America.
radio.NOUN,radio.NOUN.000440,radio%1:10:00::,"The only surviving transmitter in a working state is at the Grimeton radio station outside Varberg, Sweden."
radio.NOUN,radio.NOUN.000441,radio%1:10:00::,"In 1938 Friis became the director of the Holmdel Radio Laboratory developing microwave systems, where he and Alfred C. Beck designed the horn reflector antenna, which was widely used in AT & T 's national microwave relay network in the 1960s."
radio.NOUN,radio.NOUN.000442,radio%1:10:00::,"Engineering work Alexanderson designed the Alexanderson alternator, an early longwave radio transmitter, one of the first devices which could transmit modulated audio (sound) over radio waves."
radio.NOUN,radio.NOUN.000443,radio%1:10:00::,"This time base circuit was key to the development of radar. After a further reorganization in 1933, Watt became Superintendent of the Radio Department of NPL in Teddington."
radio.NOUN,radio.NOUN.000444,radio%1:10:00::,"It was Peddie who encouraged Watson-Watt to study radio, or ""wireless telegraphy"" as it was then known and who took him through what was effectively a postgraduate class of one on the physics of radio frequency oscillators and wave propagation."
radio.NOUN,radio.NOUN.000445,radio%1:10:00::,Valdemar Poulsen (23 November 1869 -- 23 July 1942) was a Danish engineer who made significant contributions to early radio technology.
radio.NOUN,radio.NOUN.000446,radio%1:10:00::,"Instead he joined the Meteorological Office, which was interested in his ideas on the use of radio for the detection of thunderstorms."
radio.NOUN,radio.NOUN.000447,radio%1:10:00::,"On 2 April 1935, Watson-Watt received a patent on a radio device for detecting and locating an aircraft. In mid-May 1935, Wilkins left the Radio Research Station with a small party, including Edward George Bowen, to start further research at Orford Ness, an isolated peninsula on the Suffolk coast of the North Sea."
radio.NOUN,radio.NOUN.000448,radio%1:10:00::,"They soon conducted ""full scale"" tests of a fixed radar radio tower system that would soon be known as Chain Home, an early detection system that attempted to detect an incoming bomber by radio signals."
radio.NOUN,radio.NOUN.000449,radio%1:10:00::,"In the summer of 1906 Mr. Alexanderson 's first effort, a 50 kHz alternator, was installed in Fessenden 's radio station in Brant Rock, Massachusetts."
radio.NOUN,radio.NOUN.000450,radio%1:10:00::,"Harald Trap Friis (February 22, 1893 -- June 15, 1976), who published as H. T. Friis, was a Danish-American radio engineer whose work at Bell Laboratories included pioneering contributions to radio propagation, radio astronomy, and radar."
radio.NOUN,radio.NOUN.000451,radio%1:06:00::,The two radio operators contacted other ships to ask for assistance.
radio.NOUN,radio.NOUN.000452,radio%1:10:00::,"The Federal Communications Commission (FCC) is an independent agency of the United States government created by statute (47 U. S. C. § 151 and 47 U. S. C. § 154) to regulate interstate communications by radio, television, wire, satellite, and cable."
radio.NOUN,radio.NOUN.000453,radio%1:10:00::,"In fact, FCC Commissioner Bellows noted at the time that ""it is the radio listener we must consider above everyone else."""
radio.NOUN,radio.NOUN.000454,radio%1:10:00::,"Contact is maintained with other stations via a permanent VHF radio, powered by the solar panel."
radio.NOUN,radio.NOUN.000455,radio%1:10:00::,"Regular radio broadcasting started in 1924, with radio broadcast stations being established in 1925 in Leningrad, Kiev, Minsk, Nizhny Novgorod, and other cities. By 1929, the telegraph networks destroyed in the Civil War of 1918 -- 1920 were restored to the pre-World War I level."
radio.NOUN,radio.NOUN.000456,radio%1:10:00::,"For example, according to Thailand 's Public Relations Department Media Directory 2003 -- 2004, the nineteen provinces of Isan, Thailand 's northeastern region, hosted 116 newspapers along with radio, TV, and cable."
radio.NOUN,radio.NOUN.000457,radio%1:10:00::,Magik 88.7 is a music FM radio station owned by BPS Broadcasting Media Services.
radio.NOUN,radio.NOUN.000458,radio%1:06:01::,Currently (2017) only the TA7642 is manufactured and is used in some AM radios that use the 70KHz IF single chip VHF-FM IC.
radio.NOUN,radio.NOUN.000459,radio%1:06:01::,It replaces the similar ZN414 AM radio IC from the 1970s.
radio.NOUN,radio.NOUN.000460,radio%1:06:01::,"Usage in amateur radio The LM386 is very commonly used in the audio amplifier of low power QRP amateur radio rigs, like the Pixie."
radio.NOUN,radio.NOUN.000461,radio%1:06:01::,"The ZN414 was a low cost, single-chip AM radio integrated circuit."
radio.NOUN,radio.NOUN.000462,radio%1:06:01::,"Later variants, the ZN415 and ZN416, came in 8-pin DIL packages and included a built-in amplifier that could drive headphones and small speakers directly. The radio circuit inside the ZN414 was based on a design known as Tuned Radio Frequency (TRF)."
radio.NOUN,radio.NOUN.000463,radio%1:06:01::,"It was principally the use of the TRF circuit that allowed almost a whole radio to be fitted into one small, three pin package. The manufacturing process for the ZN414 chip used a relatively new (for the time) technique known as Collector Diffusion Isolation (CDI)."
radio.NOUN,radio.NOUN.000464,radio%1:06:01::,The MK484 AM radio IC is a fully functional AM radio detector on a chip.
radio.NOUN,radio.NOUN.000465,radio%1:06:01::,"Performance The upper limit of operation is about 3MHz, so it 's not suitable for a Short Wave Radio."
radio.NOUN,radio.NOUN.000466,radio%1:06:01::,Engineer 's Mini-Notebook -- OpAmp IC Circuits; Forrest Mims III; Radio Shack; 49 pages; 1985; ASIN B000DZG196.
radio.NOUN,radio.NOUN.000467,radio%1:06:01::,Engineer 's Mini-Notebook -- 555 Timer IC Circuits; 3rd Ed; Forrest Mims III; Radio Shack; 33 pages; 1989; ASIN B000MN54A6.
radio.NOUN,radio.NOUN.000468,radio%1:06:01::,"The TRF design is much simpler than the popular, but more complex, superheterodyne radio circuit often used in modern AM receivers."
radio.NOUN,radio.NOUN.000469,radio%1:06:01::,"The NE612 is an integrated circuit for processing of signals, such as in the transmission of radio signals."
radio.NOUN,radio.NOUN.000470,radio%1:06:01::,"It is suitable for battery-powered devices such as radios, guitar amplifiers, and hobby electronics projects."
radio.NOUN,radio.NOUN.000471,radio%1:06:01::,The high input impedance means a valve (tube) radio IFT (IF transformer) is much more suitable than a ceramic filter or transistor IFT.
radio.NOUN,radio.NOUN.000472,radio%1:06:01::,"It is widely used in amateur radio applications, i. e. in the commercial Elecraft products, and the Softrock software-defined radios."
radio.NOUN,radio.NOUN.000473,radio%1:10:00::,"In Charlottenburg, Havelstrasse was renamed Arcostrasse in 1950, in memory of this pioneer of radio engineering."
radio.NOUN,radio.NOUN.000474,radio%1:10:00::,"Within 10 years researchers such as Oliver Lodge, Ferdinand Braun, and Guglielmo Marconi employed radio waves in the first wireless telegraphy radio communication systems, leading to radio broadcasting, and later television."
radio.NOUN,radio.NOUN.000475,radio%1:10:00::,Braun contributed significantly to the development of radio and television technology: he shared with Guglielmo Marconi the 1909 Nobel Prize in Physics. Wernher von Braun: The preeminent rocket engineer of the 20th century.
radio.NOUN,radio.NOUN.000476,radio%1:10:00::,Braun contributed significantly to the development of radio and television technology: he shared with Guglielmo Marconi the 1909 Nobel Prize in Physics.
radio.NOUN,radio.NOUN.000477,radio%1:10:00::,"Radio As a result of his personal friendship with the head of English telegraph administration, Sir William Henry Preece (1834 -- 1917), Slaby participated with the help of his assistant Georg Graf von Arco from 1897 in Marconi 's experiments with wireless telegraphy across the English Channel."
radio.NOUN,radio.NOUN.000478,radio%1:10:00::,"He also took part in numerous multimedia projects, among all together with Dietrich Lohff and Dieter Mack. Quantec equipment is used several hundred times throughout the world by radio and TV broadcasters, recording, dubbing and film studios, music venues and theatres as well as many famous rock and pop musicians of international standing."
radio.NOUN,radio.NOUN.000479,radio%1:10:00::,"At this time, Ardenne prematurely left the Gymnasium to pursue the development of radio engineering with the entrepreneur Siegmund Loewe, who became his mentor."
radio.NOUN,radio.NOUN.000480,radio%1:10:00::,"The Telemobiloscope was, however, the first patented device using radio waves for detecting the presence of distant objects."
radio.NOUN,radio.NOUN.000481,radio%1:10:00::,"During the development of radio, he also worked on wireless telegraphy."
radio.NOUN,radio.NOUN.000482,radio%1:10:00::,"Development of Telefunken Radio communications were also transmitted at several places, by Slaby at the AEG, by Marconi Wireless telegraph Co. and by Ferdinand Braun at Siemens & Halske."
radio.NOUN,radio.NOUN.000483,radio%1:10:00::,"He did not further pursue investigation of this effect, nor did he make any attempt at explaining how the observed phenomenon was brought about. Hertz did not realize the practical importance of his radio wave experiments."
radio.NOUN,radio.NOUN.000484,radio%1:10:00::,"He took out approximately 600 patents in fields including electron microscopy, medical technology, nuclear technology, plasma physics, and radio and television technology."
radio.NOUN,radio.NOUN.000485,radio%1:10:00::,"Nauen radio station Arco 's greatest service lay in the development of the large radio station at Nauen, 20 miles west of Berlin, thereby helping Telefunken to become a firm of worldwide reputation."
radio.NOUN,radio.NOUN.000486,radio%1:10:00::,"Advances in Plucker and Geissler 's discharge tube technology developed into the Crookes tube, with which the electron was discovered in 1897, and in 1906 into the amplifying vacuum tube, the basis of electronics and long distance communication technologies like radio and television. Geissler was awarded an honorary doctorate in 1868."
radio.NOUN,radio.NOUN.000487,radio%1:10:00::,"Today radio is an essential technology in global telecommunication networks, and the transmission medium underlying modern wireless devices."
radio.NOUN,radio.NOUN.000488,radio%1:10:00::,"On 7 October 1897, he established a 21-kilometer radio link between Schöneberg and Rangsdorf, a world record at the time."
radio.NOUN,radio.NOUN.000489,radio%1:10:00::,"On 7 October 1897, the first radio link from Schöneberg to Rangsdorf in Berlin was successful, and the following summer Jüterbog, about 65 km (40 mi) southwest of Berlin, could be reached."
radio.NOUN,radio.NOUN.000490,radio%1:10:00::,"In 1909 he equipped it with a Löschfunksender, a quenched-spark transmitter, and Nauen changed from being a research station into a station with regular radio traffic."
radio.NOUN,radio.NOUN.000491,radio%1:10:00::,"The Hertz market for radio electronics products in Nizhny Novgorod, Russia, is named after him."
radio.NOUN,radio.NOUN.000492,radio%1:10:00::,"After World War II in 1945, he concentrated on improving and repairing radio and the first television sets."
radio.NOUN,radio.NOUN.000493,radio%1:10:00::,"Lightvessels in the river Elbe and a coast station at Cuxhaven commenced a regular radio telegraph service. Braun went to the United States at the beginning of World War I (before the U. S. had entered the war) to help defend the German wireless station at Sayville, New York, against attacks by the British-controlled Marconi Corporation."
radio.NOUN,radio.NOUN.000494,radio%1:10:00::,"While working as a Research Engineer in Los Angeles, California his work with aircraft radio detection finders led him to the idea of a portable metal detectors."
radio.NOUN,radio.NOUN.000495,radio%1:10:00::,This experiment produced and received what are now called radio waves in the very high frequency range. Between 1886 and 1889 Hertz would conduct a series of experiments that would prove the effects he was observing were results of Maxwell 's predicted electromagnetic waves.
radio.NOUN,radio.NOUN.000496,radio%1:10:00::,"His company was taken over by Siemens AG in 1981 and merged with Linotype in 1990, becoming Linotype-Hell AG. Rudolf Hell died in Kiel, Germany. Hellschreiber is still in use today by Amateur Radio (Ham) operators around the world."
radio.NOUN,radio.NOUN.000497,radio%1:10:00::,"Hertz 's proof of the existence of airborne electromagnetic waves led to an explosion of experimentation with this new form of electromagnetic radiation, which was called ""Hertzian waves"" until around 1910 when the term ""radio waves"" became current."
radio.NOUN,radio.NOUN.000498,radio%1:10:00::,"On 27 August a radio transmission to the German naval base ""Kongsnaes,"" 1.6 kilometers away, was successful. In 1928 a plaque was fixed over the door of the bell tower of the Church of the Redeemer to commemorate to this feat."
radio.NOUN,radio.NOUN.000499,radio%1:10:00::,On 24 September 1900 radio telegraphy signals were exchanged regularly with the island of Heligoland over a distance of 62 km.
radio.NOUN,radio.NOUN.000500,radio%1:10:00::,"Georg Wilhelm Alexander Hans Graf von Arco (30 August 1869 in Großgorschütz -- 5 May 1940 in Berlin) was a German physicist, radio pioneer, and one of the joint founders of the ""Society for Wireless Telegraphy"" which became the Telefunken company."
radio.NOUN,radio.NOUN.000501,radio%1:10:00::,"Nipkow recounted his first sight of television at a Berlin radio show in 1928: "" the televisions stood in dark cells."
radio.NOUN,radio.NOUN.000502,radio%1:10:00::,Translation of Las mil y una historias de Radio Venceremos.
radio.NOUN,radio.NOUN.000503,radio%1:10:00::,"Radio propaganda is propaganda aimed at influencing attitudes towards a certain cause or position, delivered through radio broadcast."
radio.NOUN,radio.NOUN.000504,radio%1:10:00::,Radio became a powerful propaganda tool because it ignored national borders and made enemy lines more accessible.
radio.NOUN,radio.NOUN.000505,radio%1:10:00::,"At 19:00 on the same day, M. Jusuf Ronodipuro, founder of the RRI, has read the proclamation of news on Hoso Kyoku, Japanese occupation Radio."
radio.NOUN,radio.NOUN.000506,radio%1:10:00::,"Until 2006, KGEO was an all-sports station and carried an extensive lineup from ESPN Radio."
radio.NOUN,radio.NOUN.000507,radio%1:10:00::,"The station is owned by James Ingstad of Fargo, North Dakota and features programming from ESPN Radio, ESPN Seattle, and Westwood One."
radio.NOUN,radio.NOUN.000508,radio%1:10:00::,ZIZ is the government-owned radio and (now cable-only) television service of Saint Kitts and Nevis.
radio.NOUN,radio.NOUN.000509,radio%1:10:00::,This is valuable in providing radio programming to sparsely settled areas using high-powered transmitters.
radio.NOUN,radio.NOUN.000510,radio%1:10:00::,"Background Organized AM (mediumwave) radio broadcasting began in the early 1920s, and the United States soon dominated the North American airwaves, with more than 500 stations by the end of 1922."
radio.NOUN,radio.NOUN.000511,radio%1:10:00::,"The World Family of Radio Maria was formed in 1998, mainly based on the Our Lady of Medjugorje apparitions and messages, and today has branches in 55 countries around the world."
radio.NOUN,radio.NOUN.000512,radio%1:10:00::,"Talk radio and American syndicated programming Unlike music radio, the rules on talk radio are more ambiguous."
radio.NOUN,radio.NOUN.000513,radio%1:10:00::,Recordings Byron MacGregor CKLW Radio The editorial became a phenomenon on American radio after CKLW Radio news director and news anchor Byron MacGregor read Sinclair 's commentary on the air.
radio.NOUN,radio.NOUN.000514,radio%1:10:00::,"Commercial radio 1,316, or 75 % of Mexico 's 1,750 licensed radio stations are commercial."
radio.NOUN,radio.NOUN.000515,radio%1:10:00::,"1924 also saw the launch of radio stations by the Excélsior newspaper (CYX) and the Secretariat of Public Education (CZE, later XFX)."
radio.NOUN,radio.NOUN.000516,radio%1:10:00::,"Central America and the Caribbean Mexico List of radio stations in Distrito FederalList of radio stations in Nuevo LeónList of radio stations in Veracruz United States As of August 2007, the FCC had licensed 4779 AM stations and 9159 FM stations (6279 commercial and 2880 educational)."
radio.NOUN,radio.NOUN.000517,radio%1:10:00::,"The North American Regional Broadcasting Agreement, commonly abbreviated as NARBA, refers to a series of international treaties that defined technical standards for AM band (mediumwave) radio stations."
radio.NOUN,radio.NOUN.000518,radio%1:10:00::,"The first was a Belgian station called Radio Atlantis, owned by Belgian businessman Adriaan van Landschoot."
radio.NOUN,radio.NOUN.000519,radio%1:10:00::,The Beat Fleet: The story behind the 60 's ' pirate ' radio stations.
radio.NOUN,radio.NOUN.000520,radio%1:10:00::,"History of the station Radio Luxembourg, a commercial, English-language station that broadcast to the United Kingdom, closed down on September 21, 1939 on the instructions of the government of the Grand Duchy to protect the neutrality of Luxembourg during World War II."
radio.NOUN,radio.NOUN.000521,radio%1:10:00::,"During the May 1968 crisis, the French public radio networks were on strike and TV was not independent from the government."
radio.NOUN,radio.NOUN.000522,radio%1:10:00::,"Since listenership on longwave and satellite radio was too low, Radioropa Info applied for FM frequencies at the end of the 1990s."
radio.NOUN,radio.NOUN.000523,radio%1:10:00::,"It then began using time on the Radio Wolga longwave service on 261 kHz at the Burg AM transmitter in Burg bei Magdeburg, Saxony-Anhalt."
radio.NOUN,radio.NOUN.000524,radio%1:10:00::,"However, according to Gerry Bishop 's book Offshore Radio this transmitter was antiquated and failed to work."
radio.NOUN,radio.NOUN.000525,radio%1:10:00::,"The soft-rock revamp was not a success, culminating in listener-led protests outside the Capital Radio studios."
radio.NOUN,radio.NOUN.000526,radio%1:10:00::,"Rex Patch, a club member and radio amateur (8HA), handled the receiving equipment for this event."
radio.NOUN,radio.NOUN.000527,radio%1:10:00::,"In January 2008, the FCC denied a petition for reconsideration from the (now former) licensee and the city. In 2008, the City of Virginia gave permission to a local firm to dismantle the former studio building and radio tower."
radio.NOUN,radio.NOUN.000528,radio%1:10:00::,There are 2 national radio stations and 63 local radio stations in Albania.
radio.NOUN,radio.NOUN.000529,radio%1:10:00::,"It started broadcasting in February 1998 as a radio station transmitting gold music, but soon turned to a pop format."
radio.NOUN,radio.NOUN.000530,radio%1:10:00::,"One week later, Sirius and the BBC agreed on a new carriage agreement that saw Radio 1 broadcast on a time-shifted format on the Sirius XM Internet Radio platform only, on channel 815."
radio.NOUN,radio.NOUN.000531,radio%1:10:00::,History The station began test transmissions as 106.1 Rock Radio on FM on 10 April 2008.
radio.NOUN,radio.NOUN.000532,radio%1:10:00::,"Finally, Radio Mi Amigo moved to 962 kHz on 1 December."
radio.NOUN,radio.NOUN.000533,radio%1:10:00::,Former breakfast presenter Sara Cox hosted her last show on Radio 1 in February 2014 before moving to Radio 2.
radio.NOUN,radio.NOUN.000534,radio%1:10:00::,"This was followed by similar wins by Capital Radio plc in Kent, Sussex and Hampshire."
radio.NOUN,radio.NOUN.000535,radio%1:10:00::,It began broadcasting test transmissions in August 2008 from its studio in the Custard Factory (see 2008 in British radio).
radio.NOUN,radio.NOUN.000536,radio%1:10:00::,"Capital Scotland (formerly known as Beat 106, XFM Scotland, and later Galaxy Scotland) is a regional radio station owned by Communicorp and operated by Global Radio."
radio.NOUN,radio.NOUN.000537,radio%1:10:00::,"WKEG maintained its original owner until September 1972, when DiLeLo Broadcasting sold the station to Nascone Enterprises (dba Genas Broadcasting), a company headed by Joseph P. Nascone, the former sales manager of WTAE Radio in Pittsburgh. Upon acquisition, Joe Nascone changed the station 's format to easy listening."
radio.NOUN,radio.NOUN.000538,radio%1:10:00::,"Univision Radio wanted to move their music format to an FM station, while Salem wanted a major AM station as an outlet for its syndicated talk radio programming."
radio.NOUN,radio.NOUN.000539,radio%1:10:00::,"By the time of the 2011 digital switchover, this was becoming obsolete because television and radio have limited warning capability. Under the Broadcasting Act 1980, the government still has the legal right to take over editorial control of radio and television in the event of a national emergency."
radio.NOUN,radio.NOUN.000540,radio%1:10:00::,"Claude Reichman was banned from Radio Courtoisie after a broadcast on 14 November 2006, in which he attacked de Lesquen in terms that de Lesquen judged to be defamatory."
radio.NOUN,radio.NOUN.000541,radio%1:10:00::,Present Radio Clyde forms one of Bauer 's main radio production centres.
radio.NOUN,radio.NOUN.000542,radio%1:10:00::,KGFW ' (1340 AM) is an American radio station broadcasting a News Talk Information format.
radio.NOUN,radio.NOUN.000543,radio%1:10:00::,History WFAL started as a pirate radio station in a BGSU dorm in the late 1960s.
radio.NOUN,radio.NOUN.000544,radio%1:10:00::,Technical History Radio 4QR commenced operation on 7 January 1938.
radio.NOUN,radio.NOUN.000545,radio%1:10:00::,"Bronco Radio Network After signing a five-year contract, the station will resume its relationship with Western Michigan University in the fall of 2010 as the flagship station for Broncos football, men 's basketball and men 's hockey."
radio.NOUN,radio.NOUN.000546,radio%1:10:00::,The station is currently owned by Minnesota Public Radio and features programming from its Classical Music service.
radio.NOUN,radio.NOUN.000547,radio%1:10:00::,"After acquiring Channel 13 WAAM in Baltimore, Maryland in 1957, Westinghouse applied to change the calls to WJZ-TV in honor of its pioneer radio station."
