benchmark,distribution,condition_axis,condition,model_key,model_label,method,metric,value,standard_error,higher_is_better,unit,source_path
harmful,id,attack_template,Direct,llama32_1b,Llama-3.2-1B-Instruct,A-LQR,overall_steering,1.46,0.07,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,id,attack_template,Direct,llama32_1b,Llama-3.2-1B-Instruct,H∞ (ours),attack_success_rate,2.92,1.4,false,percent,figs/bench_table/harmful/harmbench_full.md
harmful,id,attack_template,Direct,llama32_1b,Llama-3.2-1B-Instruct,H∞ (ours),safe_concept_relevance,1.96,0.02,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,id,attack_template,Direct,llama32_1b,Llama-3.2-1B-Instruct,H∞ (ours),instruction_relevance,1.29,0.06,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,id,attack_template,Direct,llama32_1b,Llama-3.2-1B-Instruct,H∞ (ours),fluency,1.74,0.03,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,id,attack_template,Direct,llama32_1b,Llama-3.2-1B-Instruct,H∞ (ours),overall_steering,1.22,0.05,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,John persona,llama32_1b,Llama-3.2-1B-Instruct,Original,attack_success_rate,5.83,1.67,false,percent,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,John persona,llama32_1b,Llama-3.2-1B-Instruct,Original,safe_concept_relevance,1.97,0.02,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,John persona,llama32_1b,Llama-3.2-1B-Instruct,Original,instruction_relevance,0.68,0.09,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,John persona,llama32_1b,Llama-3.2-1B-Instruct,Original,fluency,1.6,0.06,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,John persona,llama32_1b,Llama-3.2-1B-Instruct,Original,overall_steering,0.65,0.08,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,John persona,llama32_1b,Llama-3.2-1B-Instruct,A-LQR,attack_success_rate,6.25,1.67,false,percent,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,John persona,llama32_1b,Llama-3.2-1B-Instruct,A-LQR,safe_concept_relevance,1.97,0.02,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,John persona,llama32_1b,Llama-3.2-1B-Instruct,A-LQR,instruction_relevance,0.62,0.09,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,John persona,llama32_1b,Llama-3.2-1B-Instruct,A-LQR,fluency,1.52,0.08,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,John persona,llama32_1b,Llama-3.2-1B-Instruct,A-LQR,overall_steering,0.55,0.09,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,John persona,llama32_1b,Llama-3.2-1B-Instruct,H∞ (ours),attack_success_rate,1.25,0.89,false,percent,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,John persona,llama32_1b,Llama-3.2-1B-Instruct,H∞ (ours),safe_concept_relevance,1.98,0.01,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,John persona,llama32_1b,Llama-3.2-1B-Instruct,H∞ (ours),instruction_relevance,0.39,0.07,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,John persona,llama32_1b,Llama-3.2-1B-Instruct,H∞ (ours),fluency,1.19,0.07,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,John persona,llama32_1b,Llama-3.2-1B-Instruct,H∞ (ours),overall_steering,0.34,0.06,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,DNE nonresponse,llama32_1b,Llama-3.2-1B-Instruct,Original,attack_success_rate,6.25,1.55,false,percent,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,DNE nonresponse,llama32_1b,Llama-3.2-1B-Instruct,Original,safe_concept_relevance,1.99,0.01,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,DNE nonresponse,llama32_1b,Llama-3.2-1B-Instruct,Original,instruction_relevance,0.63,0.08,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,DNE nonresponse,llama32_1b,Llama-3.2-1B-Instruct,Original,fluency,1.59,0.05,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,DNE nonresponse,llama32_1b,Llama-3.2-1B-Instruct,Original,overall_steering,0.64,0.08,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,DNE nonresponse,llama32_1b,Llama-3.2-1B-Instruct,A-LQR,attack_success_rate,4.17,1.08,false,percent,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,DNE nonresponse,llama32_1b,Llama-3.2-1B-Instruct,A-LQR,safe_concept_relevance,1.99,0.01,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,DNE nonresponse,llama32_1b,Llama-3.2-1B-Instruct,A-LQR,instruction_relevance,0.57,0.08,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,DNE nonresponse,llama32_1b,Llama-3.2-1B-Instruct,A-LQR,fluency,1.53,0.06,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,DNE nonresponse,llama32_1b,Llama-3.2-1B-Instruct,A-LQR,overall_steering,0.56,0.08,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,DNE nonresponse,llama32_1b,Llama-3.2-1B-Instruct,H∞ (ours),attack_success_rate,1.67,0.68,false,percent,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,DNE nonresponse,llama32_1b,Llama-3.2-1B-Instruct,H∞ (ours),safe_concept_relevance,1.98,0.01,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,DNE nonresponse,llama32_1b,Llama-3.2-1B-Instruct,H∞ (ours),instruction_relevance,0.38,0.07,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,DNE nonresponse,llama32_1b,Llama-3.2-1B-Instruct,H∞ (ours),fluency,1.18,0.06,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,DNE nonresponse,llama32_1b,Llama-3.2-1B-Instruct,H∞ (ours),overall_steering,0.3,0.05,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,Jailbreak Bot,llama32_1b,Llama-3.2-1B-Instruct,Original,attack_success_rate,4.58,1.45,false,percent,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,Jailbreak Bot,llama32_1b,Llama-3.2-1B-Instruct,Original,safe_concept_relevance,1.96,0.03,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,Jailbreak Bot,llama32_1b,Llama-3.2-1B-Instruct,Original,instruction_relevance,0.64,0.09,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,Jailbreak Bot,llama32_1b,Llama-3.2-1B-Instruct,Original,fluency,1.62,0.06,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,Jailbreak Bot,llama32_1b,Llama-3.2-1B-Instruct,Original,overall_steering,0.63,0.09,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,Jailbreak Bot,llama32_1b,Llama-3.2-1B-Instruct,A-LQR,attack_success_rate,3.33,1.5,false,percent,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,Jailbreak Bot,llama32_1b,Llama-3.2-1B-Instruct,A-LQR,safe_concept_relevance,1.96,0.02,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,Jailbreak Bot,llama32_1b,Llama-3.2-1B-Instruct,A-LQR,instruction_relevance,0.56,0.09,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,Jailbreak Bot,llama32_1b,Llama-3.2-1B-Instruct,A-LQR,fluency,1.53,0.07,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,Jailbreak Bot,llama32_1b,Llama-3.2-1B-Instruct,A-LQR,overall_steering,0.53,0.1,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,Jailbreak Bot,llama32_1b,Llama-3.2-1B-Instruct,H∞ (ours),attack_success_rate,0.42,0.42,false,percent,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,Jailbreak Bot,llama32_1b,Llama-3.2-1B-Instruct,H∞ (ours),safe_concept_relevance,1.98,0.01,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,Jailbreak Bot,llama32_1b,Llama-3.2-1B-Instruct,H∞ (ours),instruction_relevance,0.38,0.07,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,Jailbreak Bot,llama32_1b,Llama-3.2-1B-Instruct,H∞ (ours),fluency,1.17,0.05,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,Jailbreak Bot,llama32_1b,Llama-3.2-1B-Instruct,H∞ (ours),overall_steering,0.3,0.06,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,YOJA/Nona roleplay,llama32_1b,Llama-3.2-1B-Instruct,Original,attack_success_rate,8.33,1.08,false,percent,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,YOJA/Nona roleplay,llama32_1b,Llama-3.2-1B-Instruct,Original,safe_concept_relevance,1.97,0.02,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,YOJA/Nona roleplay,llama32_1b,Llama-3.2-1B-Instruct,Original,instruction_relevance,0.63,0.08,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,YOJA/Nona roleplay,llama32_1b,Llama-3.2-1B-Instruct,Original,fluency,1.56,0.05,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,YOJA/Nona roleplay,llama32_1b,Llama-3.2-1B-Instruct,Original,overall_steering,0.62,0.09,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,YOJA/Nona roleplay,llama32_1b,Llama-3.2-1B-Instruct,A-LQR,attack_success_rate,8.75,1.45,false,percent,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,YOJA/Nona roleplay,llama32_1b,Llama-3.2-1B-Instruct,A-LQR,safe_concept_relevance,1.97,0.02,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,YOJA/Nona roleplay,llama32_1b,Llama-3.2-1B-Instruct,A-LQR,instruction_relevance,0.55,0.08,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,YOJA/Nona roleplay,llama32_1b,Llama-3.2-1B-Instruct,A-LQR,fluency,1.5,0.08,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,YOJA/Nona roleplay,llama32_1b,Llama-3.2-1B-Instruct,A-LQR,overall_steering,0.51,0.09,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,YOJA/Nona roleplay,llama32_1b,Llama-3.2-1B-Instruct,H∞ (ours),attack_success_rate,0.83,0.56,false,percent,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,YOJA/Nona roleplay,llama32_1b,Llama-3.2-1B-Instruct,H∞ (ours),safe_concept_relevance,1.98,0.01,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,YOJA/Nona roleplay,llama32_1b,Llama-3.2-1B-Instruct,H∞ (ours),instruction_relevance,0.37,0.07,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,YOJA/Nona roleplay,llama32_1b,Llama-3.2-1B-Instruct,H∞ (ours),fluency,1.15,0.07,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,YOJA/Nona roleplay,llama32_1b,Llama-3.2-1B-Instruct,H∞ (ours),overall_steering,0.29,0.05,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,APM programmer,llama32_1b,Llama-3.2-1B-Instruct,Original,attack_success_rate,2.92,0.89,false,percent,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,APM programmer,llama32_1b,Llama-3.2-1B-Instruct,Original,safe_concept_relevance,1.94,0.03,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,APM programmer,llama32_1b,Llama-3.2-1B-Instruct,Original,instruction_relevance,0.64,0.08,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,APM programmer,llama32_1b,Llama-3.2-1B-Instruct,Original,fluency,1.56,0.06,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,APM programmer,llama32_1b,Llama-3.2-1B-Instruct,Original,overall_steering,0.64,0.08,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,APM programmer,llama32_1b,Llama-3.2-1B-Instruct,A-LQR,attack_success_rate,5.0,1.5,false,percent,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,APM programmer,llama32_1b,Llama-3.2-1B-Instruct,A-LQR,safe_concept_relevance,1.97,0.03,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,APM programmer,llama32_1b,Llama-3.2-1B-Instruct,A-LQR,instruction_relevance,0.57,0.08,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,APM programmer,llama32_1b,Llama-3.2-1B-Instruct,A-LQR,fluency,1.51,0.07,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,APM programmer,llama32_1b,Llama-3.2-1B-Instruct,A-LQR,overall_steering,0.53,0.08,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,APM programmer,llama32_1b,Llama-3.2-1B-Instruct,H∞ (ours),attack_success_rate,0.42,0.42,false,percent,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,APM programmer,llama32_1b,Llama-3.2-1B-Instruct,H∞ (ours),safe_concept_relevance,1.98,0.01,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,APM programmer,llama32_1b,Llama-3.2-1B-Instruct,H∞ (ours),instruction_relevance,0.37,0.07,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,APM programmer,llama32_1b,Llama-3.2-1B-Instruct,H∞ (ours),fluency,1.12,0.06,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,APM programmer,llama32_1b,Llama-3.2-1B-Instruct,H∞ (ours),overall_steering,0.3,0.06,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,id,attack_template,Direct,llama32_3b,Llama-3.2-3B-Instruct,Original,attack_success_rate,16.67,2.48,false,percent,figs/bench_table/harmful/harmbench_full.md
harmful,id,attack_template,Direct,llama32_3b,Llama-3.2-3B-Instruct,Original,safe_concept_relevance,1.88,0.05,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,id,attack_template,Direct,llama32_3b,Llama-3.2-3B-Instruct,Original,instruction_relevance,1.21,0.06,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,id,attack_template,Direct,llama32_3b,Llama-3.2-3B-Instruct,Original,fluency,1.88,0.03,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,id,attack_template,Direct,llama32_3b,Llama-3.2-3B-Instruct,Original,overall_steering,1.19,0.06,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,id,attack_template,Direct,llama32_3b,Llama-3.2-3B-Instruct,A-LQR,attack_success_rate,20.0,2.9,false,percent,figs/bench_table/harmful/harmbench_full.md
harmful,id,attack_template,Direct,llama32_3b,Llama-3.2-3B-Instruct,A-LQR,safe_concept_relevance,1.91,0.02,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,id,attack_template,Direct,llama32_3b,Llama-3.2-3B-Instruct,A-LQR,instruction_relevance,1.18,0.07,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,id,attack_template,Direct,llama32_3b,Llama-3.2-3B-Instruct,A-LQR,fluency,1.86,0.02,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,id,attack_template,Direct,llama32_3b,Llama-3.2-3B-Instruct,A-LQR,overall_steering,1.15,0.07,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,id,attack_template,Direct,llama32_3b,Llama-3.2-3B-Instruct,H∞ (ours),attack_success_rate,8.33,1.86,false,percent,figs/bench_table/harmful/harmbench_full.md
harmful,id,attack_template,Direct,llama32_3b,Llama-3.2-3B-Instruct,H∞ (ours),safe_concept_relevance,1.99,0.01,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,id,attack_template,Direct,llama32_3b,Llama-3.2-3B-Instruct,H∞ (ours),instruction_relevance,1.19,0.06,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,id,attack_template,Direct,llama32_3b,Llama-3.2-3B-Instruct,H∞ (ours),fluency,1.9,0.02,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,id,attack_template,Direct,llama32_3b,Llama-3.2-3B-Instruct,H∞ (ours),overall_steering,1.18,0.06,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,John persona,llama32_3b,Llama-3.2-3B-Instruct,Original,attack_success_rate,11.67,2.31,false,percent,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,John persona,llama32_3b,Llama-3.2-3B-Instruct,Original,safe_concept_relevance,1.9,0.03,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,John persona,llama32_3b,Llama-3.2-3B-Instruct,Original,instruction_relevance,0.61,0.07,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,John persona,llama32_3b,Llama-3.2-3B-Instruct,Original,fluency,1.54,0.08,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,John persona,llama32_3b,Llama-3.2-3B-Instruct,Original,overall_steering,0.58,0.08,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,John persona,llama32_3b,Llama-3.2-3B-Instruct,A-LQR,attack_success_rate,11.67,2.69,false,percent,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,John persona,llama32_3b,Llama-3.2-3B-Instruct,A-LQR,safe_concept_relevance,1.96,0.02,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,John persona,llama32_3b,Llama-3.2-3B-Instruct,A-LQR,instruction_relevance,0.69,0.08,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,John persona,llama32_3b,Llama-3.2-3B-Instruct,A-LQR,fluency,1.52,0.06,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,John persona,llama32_3b,Llama-3.2-3B-Instruct,A-LQR,overall_steering,0.63,0.07,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,John persona,llama32_3b,Llama-3.2-3B-Instruct,H∞ (ours),attack_success_rate,4.17,1.08,false,percent,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,John persona,llama32_3b,Llama-3.2-3B-Instruct,H∞ (ours),safe_concept_relevance,1.94,0.02,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,John persona,llama32_3b,Llama-3.2-3B-Instruct,H∞ (ours),instruction_relevance,0.6,0.08,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,John persona,llama32_3b,Llama-3.2-3B-Instruct,H∞ (ours),fluency,1.65,0.05,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,John persona,llama32_3b,Llama-3.2-3B-Instruct,H∞ (ours),overall_steering,0.59,0.08,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,DNE nonresponse,llama32_3b,Llama-3.2-3B-Instruct,Original,attack_success_rate,10.83,2.08,false,percent,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,DNE nonresponse,llama32_3b,Llama-3.2-3B-Instruct,Original,safe_concept_relevance,1.93,0.02,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,DNE nonresponse,llama32_3b,Llama-3.2-3B-Instruct,Original,instruction_relevance,0.57,0.07,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,DNE nonresponse,llama32_3b,Llama-3.2-3B-Instruct,Original,fluency,1.52,0.07,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,DNE nonresponse,llama32_3b,Llama-3.2-3B-Instruct,Original,overall_steering,0.55,0.07,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,DNE nonresponse,llama32_3b,Llama-3.2-3B-Instruct,A-LQR,attack_success_rate,10.42,2.17,false,percent,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,DNE nonresponse,llama32_3b,Llama-3.2-3B-Instruct,A-LQR,safe_concept_relevance,1.95,0.03,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,DNE nonresponse,llama32_3b,Llama-3.2-3B-Instruct,A-LQR,instruction_relevance,0.63,0.06,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,DNE nonresponse,llama32_3b,Llama-3.2-3B-Instruct,A-LQR,fluency,1.52,0.06,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,DNE nonresponse,llama32_3b,Llama-3.2-3B-Instruct,A-LQR,overall_steering,0.59,0.06,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,DNE nonresponse,llama32_3b,Llama-3.2-3B-Instruct,H∞ (ours),attack_success_rate,3.75,0.97,false,percent,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,DNE nonresponse,llama32_3b,Llama-3.2-3B-Instruct,H∞ (ours),safe_concept_relevance,1.95,0.02,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,DNE nonresponse,llama32_3b,Llama-3.2-3B-Instruct,H∞ (ours),instruction_relevance,0.59,0.08,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,DNE nonresponse,llama32_3b,Llama-3.2-3B-Instruct,H∞ (ours),fluency,1.66,0.05,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,DNE nonresponse,llama32_3b,Llama-3.2-3B-Instruct,H∞ (ours),overall_steering,0.58,0.08,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,Jailbreak Bot,llama32_3b,Llama-3.2-3B-Instruct,Original,attack_success_rate,14.17,2.17,false,percent,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,Jailbreak Bot,llama32_3b,Llama-3.2-3B-Instruct,Original,safe_concept_relevance,1.9,0.02,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,Jailbreak Bot,llama32_3b,Llama-3.2-3B-Instruct,Original,instruction_relevance,0.57,0.08,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,Jailbreak Bot,llama32_3b,Llama-3.2-3B-Instruct,Original,fluency,1.54,0.08,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,Jailbreak Bot,llama32_3b,Llama-3.2-3B-Instruct,Original,overall_steering,0.56,0.08,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,Jailbreak Bot,llama32_3b,Llama-3.2-3B-Instruct,A-LQR,attack_success_rate,12.92,1.7,false,percent,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,Jailbreak Bot,llama32_3b,Llama-3.2-3B-Instruct,A-LQR,safe_concept_relevance,1.97,0.01,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,Jailbreak Bot,llama32_3b,Llama-3.2-3B-Instruct,A-LQR,instruction_relevance,0.64,0.09,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,Jailbreak Bot,llama32_3b,Llama-3.2-3B-Instruct,A-LQR,fluency,1.51,0.06,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,Jailbreak Bot,llama32_3b,Llama-3.2-3B-Instruct,A-LQR,overall_steering,0.6,0.09,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,Jailbreak Bot,llama32_3b,Llama-3.2-3B-Instruct,H∞ (ours),attack_success_rate,3.75,1.15,false,percent,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,Jailbreak Bot,llama32_3b,Llama-3.2-3B-Instruct,H∞ (ours),safe_concept_relevance,1.93,0.02,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,Jailbreak Bot,llama32_3b,Llama-3.2-3B-Instruct,H∞ (ours),instruction_relevance,0.59,0.08,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,Jailbreak Bot,llama32_3b,Llama-3.2-3B-Instruct,H∞ (ours),fluency,1.67,0.05,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,Jailbreak Bot,llama32_3b,Llama-3.2-3B-Instruct,H∞ (ours),overall_steering,0.58,0.08,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,YOJA/Nona roleplay,llama32_3b,Llama-3.2-3B-Instruct,Original,attack_success_rate,11.25,1.53,false,percent,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,YOJA/Nona roleplay,llama32_3b,Llama-3.2-3B-Instruct,Original,safe_concept_relevance,1.91,0.03,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,YOJA/Nona roleplay,llama32_3b,Llama-3.2-3B-Instruct,Original,instruction_relevance,0.59,0.08,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,YOJA/Nona roleplay,llama32_3b,Llama-3.2-3B-Instruct,Original,fluency,1.52,0.08,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,YOJA/Nona roleplay,llama32_3b,Llama-3.2-3B-Instruct,Original,overall_steering,0.55,0.07,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,YOJA/Nona roleplay,llama32_3b,Llama-3.2-3B-Instruct,A-LQR,attack_success_rate,11.67,1.04,false,percent,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,YOJA/Nona roleplay,llama32_3b,Llama-3.2-3B-Instruct,A-LQR,safe_concept_relevance,1.95,0.02,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,YOJA/Nona roleplay,llama32_3b,Llama-3.2-3B-Instruct,A-LQR,instruction_relevance,0.65,0.08,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,YOJA/Nona roleplay,llama32_3b,Llama-3.2-3B-Instruct,A-LQR,fluency,1.51,0.07,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,YOJA/Nona roleplay,llama32_3b,Llama-3.2-3B-Instruct,A-LQR,overall_steering,0.59,0.08,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
